loc_inst_code,loc_type,x,y,z,width,depth,height,row_num,bay_num,level_num,address_label
A2-00578,A2,5220.0,1850.0,170.0,240.0,580.0,170.0,2,19,2,R02-B019-L02
A2-00579,A2,5220.0,1850.0,340.0,240.0,580.0,170.0,2,19,3,R02-B019-L03
A2-00580,A2,5220.0,1850.0,510.0,240.0,580.0,170.0,2,19,4,R02-B019-L04
A2-00581,A2,5220.0,1850.0,680.0,240.0,580.0,170.0,2,19,5,R02-B019-L05
A2-00582,A2,5220.0,1850.0,850.0,240.0,580.0,170.0,2,19,6,R02-B019-L06
A2-00583,A2,5220.0,1850.0,1020.0,240.0,580.0,170.0,2,19,7,R02-B019-L07
A2-00584,A2,5220.0,1850.0,1190.0,240.0,580.0,170.0,2,19,8,R02-B019-L08
A2-00585,A2,5220.0,1850.0,1360.0,240.0,580.0,170.0,2,19,9,R02-B019-L09
A2-00586,A2,5220.0,1850.0,1530.0,240.0,580.0,170.0,2,19,10,R02-B019-L10
A2-00587,A2,5220.0,1850.0,1700.0,240.0,580.0,170.0,2,19,11,R02-B019-L11
A2-00588,A2,5220.0,1850.0,1870.0,240.0,580.0,170.0,2,19,12,R02-B019-L12
A2-00589,A2,5510.0,1850.0,0.0,240.0,580.0,170.0,2,20,1,R02-B020-L01
A2-00590,A2,5510.0,1850.0,170.0,240.0,580.0,170.0,2,20,2,R02-B020-L02
A2-00591,A2,5510.0,1850.0,340.0,240.0,580.0,170.0,2,20,3,R02-B020-L03
A2-00592,A2,5510.0,1850.0,510.0,240.0,580.0,170.0,2,20,4,R02-B020-L04
A2-00593,A2,5510.0,1850.0,680.0,240.0,580.0,170.0,2,20,5,R02-B020-L05
A2-00594,A2,5510.0,1850.0,850.0,240.0,580.0,170.0,2,20,6,R02-B020-L06
A2-00595,A2,5510.0,1850.0,1020.0,240.0,580.0,170.0,2,20,7,R02-B020-L07
A2-00596,A2,5510.0,1850.0,1190.0,240.0,580.0,170.0,2,20,8,R02-B020-L08
A2-00597,A2,5510.0,1850.0,1360.0,240.0,580.0,170.0,2,20,9,R02-B020-L09
A2-00598,A2,5510.0,1850.0,1530.0,240.0,580.0,170.0,2,20,10,R02-B020-L10
A2-00599,A2,5510.0,1850.0,1700.0,240.0,580.0,170.0,2,20,11,R02-B020-L11
A2-00600,A2,5510.0,1850.0,1870.0,240.0,580.0,170.0,2,20,12,R02-B020-L12
A2-00601,A2,5800.0,1850.0,0.0,240.0,580.0,170.0,2,21,1,R02-B021-L01
A2-00602,A2,5800.0,1850.0,170.0,240.0,580.0,170.0,2,21,2,R02-B021-L02
A2-00603,A2,5800.0,1850.0,340.0,240.0,580.0,170.0,2,21,3,R02-B021-L03
A2-00604,A2,5800.0,1850.0,510.0,240.0,580.0,170.0,2,21,4,R02-B021-L04
A2-00605,A2,5800.0,1850.0,680.0,240.0,580.0,170.0,2,21,5,R02-B021-L05
A2-00606,A2,5800.0,1850.0,850.0,240.0,580.0,170.0,2,21,6,R02-B021-L06
A2-00607,A2,5800.0,1850.0,1020.0,240.0,580.0,170.0,2,21,7,R02-B021-L07
A2-00608,A2,5800.0,1850.0,1190.0,240.0,580.0,170.0,2,21,8,R02-B021-L08
A2-00609,A2,5800.0,1850.0,1360.0,240.0,580.0,170.0,2,21,9,R02-B021-L09
A2-00610,A2,5800.0,1850.0,1530.0,240.0,580.0,170.0,2,21,10,R02-B021-L10
A2-00611,A2,5800.0,1850.0,1700.0,240.0,580.0,170.0,2,21,11,R02-B021-L11
A2-00612,A2,5800.0,1850.0,1870.0,240.0,580.0,170.0,2,21,12,R02-B021-L12
A2-00613,A2,6090.0,1850.0,0.0,240.0,580.0,170.0,2,22,1,R02-B022-L01
A2-00614,A2,6090.0,1850.0,170.0,240.0,580.0,170.0,2,22,2,R02-B022-L02
A2-00615,A2,6090.0,1850.0,340.0,240.0,580.0,170.0,2,22,3,R02-B022-L03
A2-00616,A2,6090.0,1850.0,510.0,240.0,580.0,170.0,2,22,4,R02-B022-L04
A2-00617,A2,6090.0,1850.0,680.0,240.0,580.0,170.0,2,22,5,R02-B022-L05
A2-00618,A2,6090.0,1850.0,850.0,240.0,580.0,170.0,2,22,6,R02-B022-L06
A2-00619,A2,6090.0,1850.0,1020.0,240.0,580.0,170.0,2,22,7,R02-B022-L07
A2-00620,A2,6090.0,1850.0,1190.0,240.0,580.0,170.0,2,22,8,R02-B022-L08
A2-00621,A2,6090.0,1850.0,1360.0,240.0,580.0,170.0,2,22,9,R02-B022-L09
A2-00622,A2,6090.0,1850.0,1530.0,240.0,580.0,170.0,2,22,10,R02-B022-L10
A2-00623,A2,6090.0,1850.0,1700.0,240.0,580.0,170.0,2,22,11,R02-B022-L11
A2-00624,A2,6090.0,1850.0,1870.0,240.0,580.0,170.0,2,22,12,R02-B022-L12
A2-00625,A2,6380.0,1850.0,0.0,240.0,580.0,170.0,2,23,1,R02-B023-L01
A2-00626,A2,6380.0,1850.0,170.0,240.0,580.0,170.0,2,23,2,R02-B023-L02
A2-00627,A2,6380.0,1850.0,340.0,240.0,580.0,170.0,2,23,3,R02-B023-L03
A2-00628,A2,6380.0,1850.0,510.0,240.0,580.0,170.0,2,23,4,R02-B023-L04
A2-00629,A2,6380.0,1850.0,680.0,240.0,580.0,170.0,2,23,5,R02-B023-L05
A2-00630,A2,6380.0,1850.0,850.0,240.0,580.0,170.0,2,23,6,R02-B023-L06
A2-00631,A2,6380.0,1850.0,1020.0,240.0,580.0,170.0,2,23,7,R02-B023-L07
A2-00632,A2,6380.0,1850.0,1190.0,240.0,580.0,170.0,2,23,8,R02-B023-L08
A2-00633,A2,6380.0,1850.0,1360.0,240.0,580.0,170.0,2,23,9,R02-B023-L09
A2-00634,A2,6380.0,1850.0,1530.0,240.0,580.0,170.0,2,23,10,R02-B023-L10
A2-00635,A2,6380.0,1850.0,1700.0,240.0,580.0,170.0,2,23,11,R02-B023-L11
A2-00636,A2,6380.0,1850.0,1870.0,240.0,580.0,170.0,2,23,12,R02-B023-L12
A2-00637,A2,6670.0,1850.0,0.0,240.0,580.0,170.0,2,24,1,R02-B024-L01
A2-00638,A2,6670.0,1850.0,170.0,240.0,580.0,170.0,2,24,2,R02-B024-L02
A2-00639,A2,6670.0,1850.0,340.0,240.0,580.0,170.0,2,24,3,R02-B024-L03
A2-00640,A2,6670.0,1850.0,510.0,240.0,580.0,170.0,2,24,4,R02-B024-L04
A2-00641,A2,6670.0,1850.0,680.0,240.0,580.0,170.0,2,24,5,R02-B024-L05
A2-00642,A2,6670.0,1850.0,850.0,240.0,580.0,170.0,2,24,6,R02-B024-L06
A2-00643,A2,6670.0,1850.0,1020.0,240.0,580.0,170.0,2,24,7,R02-B024-L07
A2-00644,A2,6670.0,1850.0,1190.0,240.0,580.0,170.0,2,24,8,R02-B024-L08
A2-00645,A2,6670.0,1850.0,1360.0,240.0,580.0,170.0,2,24,9,R02-B024-L09
A2-00646,A2,6670.0,1850.0,1530.0,240.0,580.0,170.0,2,24,10,R02-B024-L10
A2-00647,A2,6670.0,1850.0,1700.0,240.0,580.0,170.0,2,24,11,R02-B024-L11
A2-00648,A2,6670.0,1850.0,1870.0,240.0,580.0,170.0,2,24,12,R02-B024-L12
A2-00649,A2,6960.0,1850.0,0.0,240.0,580.0,170.0,2,25,1,R02-B025-L01
A2-00650,A2,6960.0,1850.0,170.0,240.0,580.0,170.0,2,25,2,R02-B025-L02
A2-00651,A2,6960.0,1850.0,340.0,240.0,580.0,170.0,2,25,3,R02-B025-L03
A2-00652,A2,6960.0,1850.0,510.0,240.0,580.0,170.0,2,25,4,R02-B025-L04
A2-00653,A2,6960.0,1850.0,680.0,240.0,580.0,170.0,2,25,5,R02-B025-L05
A2-00654,A2,6960.0,1850.0,850.0,240.0,580.0,170.0,2,25,6,R02-B025-L06
A2-00655,A2,6960.0,1850.0,1020.0,240.0,580.0,170.0,2,25,7,R02-B025-L07
A2-00656,A2,6960.0,1850.0,1190.0,240.0,580.0,170.0,2,25,8,R02-B025-L08
A2-00657,A2,6960.0,1850.0,1360.0,240.0,580.0,170.0,2,25,9,R02-B025-L09
A2-00658,A2,6960.0,1850.0,1530.0,240.0,580.0,170.0,2,25,10,R02-B025-L10
A2-00659,A2,6960.0,1850.0,1700.0,240.0,580.0,170.0,2,25,11,R02-B025-L11
A2-00660,A2,6960.0,1850.0,1870.0,240.0,580.0,170.0,2,25,12,R02-B025-L12
A2-00661,A2,7250.0,1850.0,0.0,240.0,580.0,170.0,2,26,1,R02-B026-L01
A2-00662,A2,7250.0,1850.0,170.0,240.0,580.0,170.0,2,26,2,R02-B026-L02
A2-00663,A2,7250.0,1850.0,340.0,240.0,580.0,170.0,2,26,3,R02-B026-L03
A2-00664,A2,7250.0,1850.0,510.0,240.0,580.0,170.0,2,26,4,R02-B026-L04
A2-00665,A2,7250.0,1850.0,680.0,240.0,580.0,170.0,2,26,5,R02-B026-L05
A2-00666,A2,7250.0,1850.0,850.0,240.0,580.0,170.0,2,26,6,R02-B026-L06
A2-00667,A2,7250.0,1850.0,1020.0,240.0,580.0,170.0,2,26,7,R02-B026-L07
A2-00668,A2,7250.0,1850.0,1190.0,240.0,580.0,170.0,2,26,8,R02-B026-L08
A2-00669,A2,7250.0,1850.0,1360.0,240.0,580.0,170.0,2,26,9,R02-B026-L09
A2-00670,A2,7250.0,1850.0,1530.0,240.0,580.0,170.0,2,26,10,R02-B026-L10
A2-00671,A2,7250.0,1850.0,1700.0,240.0,580.0,170.0,2,26,11,R02-B026-L11
A2-00672,A2,7250.0,1850.0,1870.0,240.0,580.0,170.0,2,26,12,R02-B026-L12
A2-00673,A2,7540.0,1850.0,0.0,240.0,580.0,170.0,2,27,1,R02-B027-L01
A2-00674,A2,7540.0,1850.0,170.0,240.0,580.0,170.0,2,27,2,R02-B027-L02
A2-00675,A2,7540.0,1850.0,340.0,240.0,580.0,170.0,2,27,3,R02-B027-L03
A2-00676,A2,7540.0,1850.0,510.0,240.0,580.0,170.0,2,27,4,R02-B027-L04
A2-00677,A2,7540.0,1850.0,680.0,240.0,580.0,170.0,2,27,5,R02-B027-L05
A2-00678,A2,7540.0,1850.0,850.0,240.0,580.0,170.0,2,27,6,R02-B027-L06
A2-00679,A2,7540.0,1850.0,1020.0,240.0,580.0,170.0,2,27,7,R02-B027-L07
A2-00680,A2,7540.0,1850.0,1190.0,240.0,580.0,170.0,2,27,8,R02-B027-L08
A2-00681,A2,7540.0,1850.0,1360.0,240.0,580.0,170.0,2,27,9,R02-B027-L09
A2-00682,A2,7540.0,1850.0,1530.0,240.0,580.0,170.0,2,27,10,R02-B027-L10
A2-00683,A2,7540.0,1850.0,1700.0,240.0,580.0,170.0,2,27,11,R02-B027-L11
A2-00684,A2,7540.0,1850.0,1870.0,240.0,580.0,170.0,2,27,12,R02-B027-L12
A2-00685,A2,7830.0,1850.0,0.0,240.0,580.0,170.0,2,28,1,R02-B028-L01
A2-00686,A2,7830.0,1850.0,170.0,240.0,580.0,170.0,2,28,2,R02-B028-L02
A2-00687,A2,7830.0,1850.0,340.0,240.0,580.0,170.0,2,28,3,R02-B028-L03
A2-00688,A2,7830.0,1850.0,510.0,240.0,580.0,170.0,2,28,4,R02-B028-L04
A2-00689,A2,7830.0,1850.0,680.0,240.0,580.0,170.0,2,28,5,R02-B028-L05
A2-00690,A2,7830.0,1850.0,850.0,240.0,580.0,170.0,2,28,6,R02-B028-L06
A2-00691,A2,7830.0,1850.0,1020.0,240.0,580.0,170.0,2,28,7,R02-B028-L07
A2-00692,A2,7830.0,1850.0,1190.0,240.0,580.0,170.0,2,28,8,R02-B028-L08
A2-00693,A2,7830.0,1850.0,1360.0,240.0,580.0,170.0,2,28,9,R02-B028-L09
A2-00694,A2,7830.0,1850.0,1530.0,240.0,580.0,170.0,2,28,10,R02-B028-L10
A2-00695,A2,7830.0,1850.0,1700.0,240.0,580.0,170.0,2,28,11,R02-B028-L11
A2-00696,A2,7830.0,1850.0,1870.0,240.0,580.0,170.0,2,28,12,R02-B028-L12
A2-00697,A2,8120.0,1850.0,0.0,240.0,580.0,170.0,2,29,1,R02-B029-L01
A2-00698,A2,8120.0,1850.0,170.0,240.0,580.0,170.0,2,29,2,R02-B029-L02
A2-00699,A2,8120.0,1850.0,340.0,240.0,580.0,170.0,2,29,3,R02-B029-L03
A2-00700,A2,8120.0,1850.0,510.0,240.0,580.0,170.0,2,29,4,R02-B029-L04
A2-00701,A2,8120.0,1850.0,680.0,240.0,580.0,170.0,2,29,5,R02-B029-L05
A2-00702,A2,8120.0,1850.0,850.0,240.0,580.0,170.0,2,29,6,R02-B029-L06
A2-00703,A2,8120.0,1850.0,1020.0,240.0,580.0,170.0,2,29,7,R02-B029-L07
A2-00704,A2,8120.0,1850.0,1190.0,240.0,580.0,170.0,2,29,8,R02-B029-L08
A2-00705,A2,8120.0,1850.0,1360.0,240.0,580.0,170.0,2,29,9,R02-B029-L09
A2-00706,A2,8120.0,1850.0,1530.0,240.0,580.0,170.0,2,29,10,R02-B029-L10
A2-00707,A2,8120.0,1850.0,1700.0,240.0,580.0,170.0,2,29,11,R02-B029-L11
A2-00708,A2,8120.0,1850.0,1870.0,240.0,580.0,170.0,2,29,12,R02-B029-L12
A2-00709,A2,8410.0,1850.0,0.0,240.0,580.0,170.0,2,30,1,R02-B030-L01
A2-00710,A2,8410.0,1850.0,170.0,240.0,580.0,170.0,2,30,2,R02-B030-L02
A2-00711,A2,8410.0,1850.0,340.0,240.0,580.0,170.0,2,30,3,R02-B030-L03
A2-00712,A2,8410.0,1850.0,510.0,240.0,580.0,170.0,2,30,4,R02-B030-L04
A2-00713,A2,8410.0,1850.0,680.0,240.0,580.0,170.0,2,30,5,R02-B030-L05
A2-00714,A2,8410.0,1850.0,850.0,240.0,580.0,170.0,2,30,6,R02-B030-L06
A2-00715,A2,8410.0,1850.0,1020.0,240.0,580.0,170.0,2,30,7,R02-B030-L07
A2-00716,A2,8410.0,1850.0,1190.0,240.0,580.0,170.0,2,30,8,R02-B030-L08
A2-00717,A2,8410.0,1850.0,1360.0,240.0,580.0,170.0,2,30,9,R02-B030-L09
A2-00718,A2,8410.0,1850.0,1530.0,240.0,580.0,170.0,2,30,10,R02-B030-L10
A2-00719,A2,8410.0,1850.0,1700.0,240.0,580.0,170.0,2,30,11,R02-B030-L11
A2-00720,A2,8410.0,1850.0,1870.0,240.0,580.0,170.0,2,30,12,R02-B030-L12
A2-00721,A2,8700.0,1850.0,0.0,240.0,580.0,170.0,2,31,1,R02-B031-L01
A2-00722,A2,8700.0,1850.0,170.0,240.0,580.0,170.0,2,31,2,R02-B031-L02
A2-00723,A2,8700.0,1850.0,340.0,240.0,580.0,170.0,2,31,3,R02-B031-L03
A2-00724,A2,8700.0,1850.0,510.0,240.0,580.0,170.0,2,31,4,R02-B031-L04
A2-00725,A2,8700.0,1850.0,680.0,240.0,580.0,170.0,2,31,5,R02-B031-L05
A2-00726,A2,8700.0,1850.0,850.0,240.0,580.0,170.0,2,31,6,R02-B031-L06
A2-00727,A2,8700.0,1850.0,1020.0,240.0,580.0,170.0,2,31,7,R02-B031-L07
A2-00728,A2,8700.0,1850.0,1190.0,240.0,580.0,170.0,2,31,8,R02-B031-L08
A2-00729,A2,8700.0,1850.0,1360.0,240.0,580.0,170.0,2,31,9,R02-B031-L09
A2-00730,A2,8700.0,1850.0,1530.0,240.0,580.0,170.0,2,31,10,R02-B031-L10
A2-00731,A2,8700.0,1850.0,1700.0,240.0,580.0,170.0,2,31,11,R02-B031-L11
A2-00732,A2,8700.0,1850.0,1870.0,240.0,580.0,170.0,2,31,12,R02-B031-L12
A2-00733,A2,8990.0,1850.0,0.0,240.0,580.0,170.0,2,32,1,R02-B032-L01
A2-00734,A2,8990.0,1850.0,170.0,240.0,580.0,170.0,2,32,2,R02-B032-L02
A2-00735,A2,8990.0,1850.0,340.0,240.0,580.0,170.0,2,32,3,R02-B032-L03
A2-00736,A2,8990.0,1850.0,510.0,240.0,580.0,170.0,2,32,4,R02-B032-L04
A2-00737,A2,8990.0,1850.0,680.0,240.0,580.0,170.0,2,32,5,R02-B032-L05
A2-00738,A2,8990.0,1850.0,850.0,240.0,580.0,170.0,2,32,6,R02-B032-L06
A2-00739,A2,8990.0,1850.0,1020.0,240.0,580.0,170.0,2,32,7,R02-B032-L07
A2-00740,A2,8990.0,1850.0,1190.0,240.0,580.0,170.0,2,32,8,R02-B032-L08
A2-00741,A2,8990.0,1850.0,1360.0,240.0,580.0,170.0,2,32,9,R02-B032-L09
A2-00742,A2,8990.0,1850.0,1530.0,240.0,580.0,170.0,2,32,10,R02-B032-L10
A2-00743,A2,8990.0,1850.0,1700.0,240.0,580.0,170.0,2,32,11,R02-B032-L11
A2-00744,A2,8990.0,1850.0,1870.0,240.0,580.0,170.0,2,32,12,R02-B032-L12
A2-00745,A2,9280.0,1850.0,0.0,240.0,580.0,170.0,2,33,1,R02-B033-L01
A2-00746,A2,9280.0,1850.0,170.0,240.0,580.0,170.0,2,33,2,R02-B033-L02
A2-00747,A2,9280.0,1850.0,340.0,240.0,580.0,170.0,2,33,3,R02-B033-L03
A2-00748,A2,9280.0,1850.0,510.0,240.0,580.0,170.0,2,33,4,R02-B033-L04
A2-00749,A2,9280.0,1850.0,680.0,240.0,580.0,170.0,2,33,5,R02-B033-L05
A2-00750,A2,9280.0,1850.0,850.0,240.0,580.0,170.0,2,33,6,R02-B033-L06
A2-00751,A2,9280.0,1850.0,1020.0,240.0,580.0,170.0,2,33,7,R02-B033-L07
A2-00752,A2,9280.0,1850.0,1190.0,240.0,580.0,170.0,2,33,8,R02-B033-L08
A2-00753,A2,9280.0,1850.0,1360.0,240.0,580.0,170.0,2,33,9,R02-B033-L09
A2-00754,A2,9280.0,1850.0,1530.0,240.0,580.0,170.0,2,33,10,R02-B033-L10
A2-00755,A2,9280.0,1850.0,1700.0,240.0,580.0,170.0,2,33,11,R02-B033-L11
A2-00756,A2,9280.0,1850.0,1870.0,240.0,580.0,170.0,2,33,12,R02-B033-L12
A2-00757,A2,9570.0,1850.0,0.0,240.0,580.0,170.0,2,34,1,R02-B034-L01
A2-00758,A2,9570.0,1850.0,170.0,240.0,580.0,170.0,2,34,2,R02-B034-L02
A2-00759,A2,9570.0,1850.0,340.0,240.0,580.0,170.0,2,34,3,R02-B034-L03
A2-00760,A2,9570.0,1850.0,510.0,240.0,580.0,170.0,2,34,4,R02-B034-L04
A2-00761,A2,9570.0,1850.0,680.0,240.0,580.0,170.0,2,34,5,R02-B034-L05
A2-00762,A2,9570.0,1850.0,850.0,240.0,580.0,170.0,2,34,6,R02-B034-L06
A2-00763,A2,9570.0,1850.0,1020.0,240.0,580.0,170.0,2,34,7,R02-B034-L07
A2-00764,A2,9570.0,1850.0,1190.0,240.0,580.0,170.0,2,34,8,R02-B034-L08
A2-00765,A2,9570.0,1850.0,1360.0,240.0,580.0,170.0,2,34,9,R02-B034-L09
A2-00766,A2,9570.0,1850.0,1530.0,240.0,580.0,170.0,2,34,10,R02-B034-L10
A2-00767,A2,9570.0,1850.0,1700.0,240.0,580.0,170.0,2,34,11,R02-B034-L11
A2-00768,A2,9570.0,1850.0,1870.0,240.0,580.0,170.0,2,34,12,R02-B034-L12
A2-00769,A2,9860.0,1850.0,0.0,240.0,580.0,170.0,2,35,1,R02-B035-L01
A2-00770,A2,9860.0,1850.0,170.0,240.0,580.0,170.0,2,35,2,R02-B035-L02
A2-00771,A2,9860.0,1850.0,340.0,240.0,580.0,170.0,2,35,3,R02-B035-L03
A2-00772,A2,9860.0,1850.0,510.0,240.0,580.0,170.0,2,35,4,R02-B035-L04
A2-00773,A2,9860.0,1850.0,680.0,240.0,580.0,170.0,2,35,5,R02-B035-L05
A2-00774,A2,9860.0,1850.0,850.0,240.0,580.0,170.0,2,35,6,R02-B035-L06
A2-00775,A2,9860.0,1850.0,1020.0,240.0,580.0,170.0,2,35,7,R02-B035-L07
A2-00776,A2,9860.0,1850.0,1190.0,240.0,580.0,170.0,2,35,8,R02-B035-L08
A2-00777,A2,9860.0,1850.0,1360.0,240.0,580.0,170.0,2,35,9,R02-B035-L09
A2-00778,A2,9860.0,1850.0,1530.0,240.0,580.0,170.0,2,35,10,R02-B035-L10
A2-00779,A2,9860.0,1850.0,1700.0,240.0,580.0,170.0,2,35,11,R02-B035-L11
A2-00780,A2,9860.0,1850.0,1870.0,240.0,580.0,170.0,2,35,12,R02-B035-L12
A2-00781,A2,10150.0,1850.0,0.0,240.0,580.0,170.0,2,36,1,R02-B036-L01
A2-00782,A2,10150.0,1850.0,170.0,240.0,580.0,170.0,2,36,2,R02-B036-L02
A2-00783,A2,10150.0,1850.0,340.0,240.0,580.0,170.0,2,36,3,R02-B036-L03
A2-00784,A2,10150.0,1850.0,510.0,240.0,580.0,170.0,2,36,4,R02-B036-L04
A2-00785,A2,10150.0,1850.0,680.0,240.0,580.0,170.0,2,36,5,R02-B036-L05
A2-00786,A2,10150.0,1850.0,850.0,240.0,580.0,170.0,2,36,6,R02-B036-L06
A2-00787,A2,10150.0,1850.0,1020.0,240.0,580.0,170.0,2,36,7,R02-B036-L07
A2-00788,A2,10150.0,1850.0,1190.0,240.0,580.0,170.0,2,36,8,R02-B036-L08
A2-00789,A2,10150.0,1850.0,1360.0,240.0,580.0,170.0,2,36,9,R02-B036-L09
A2-00790,A2,10150.0,1850.0,1530.0,240.0,580.0,170.0,2,36,10,R02-B036-L10
A2-00791,A2,10150.0,1850.0,1700.0,240.0,580.0,170.0,2,36,11,R02-B036-L11
A2-00792,A2,10150.0,1850.0,1870.0,240.0,580.0,170.0,2,36,12,R02-B036-L12
A2-00793,A2,10440.0,1850.0,0.0,240.0,580.0,170.0,2,37,1,R02-B037-L01
A2-00794,A2,10440.0,1850.0,170.0,240.0,580.0,170.0,2,37,2,R02-B037-L02
A2-00795,A2,10440.0,1850.0,340.0,240.0,580.0,170.0,2,37,3,R02-B037-L03
A2-00796,A2,10440.0,1850.0,510.0,240.0,580.0,170.0,2,37,4,R02-B037-L04
A2-00797,A2,10440.0,1850.0,680.0,240.0,580.0,170.0,2,37,5,R02-B037-L05
A2-00798,A2,10440.0,1850.0,850.0,240.0,580.0,170.0,2,37,6,R02-B037-L06
A2-00799,A2,10440.0,1850.0,1020.0,240.0,580.0,170.0,2,37,7,R02-B037-L07
A2-00800,A2,10440.0,1850.0,1190.0,240.0,580.0,170.0,2,37,8,R02-B037-L08
A2-00801,A2,10440.0,1850.0,1360.0,240.0,580.0,170.0,2,37,9,R02-B037-L09
A2-00802,A2,10440.0,1850.0,1530.0,240.0,580.0,170.0,2,37,10,R02-B037-L10
A2-00803,A2,10440.0,1850.0,1700.0,240.0,580.0,170.0,2,37,11,R02-B037-L11
A2-00804,A2,10440.0,1850.0,1870.0,240.0,580.0,170.0,2,37,12,R02-B037-L12
A2-00805,A2,10730.0,1850.0,0.0,240.0,580.0,170.0,2,38,1,R02-B038-L01
A2-00806,A2,10730.0,1850.0,170.0,240.0,580.0,170.0,2,38,2,R02-B038-L02
A2-00807,A2,10730.0,1850.0,340.0,240.0,580.0,170.0,2,38,3,R02-B038-L03
A2-00808,A2,10730.0,1850.0,510.0,240.0,580.0,170.0,2,38,4,R02-B038-L04
A2-00809,A2,10730.0,1850.0,680.0,240.0,580.0,170.0,2,38,5,R02-B038-L05
A2-00810,A2,10730.0,1850.0,850.0,240.0,580.0,170.0,2,38,6,R02-B038-L06
A2-00811,A2,10730.0,1850.0,1020.0,240.0,580.0,170.0,2,38,7,R02-B038-L07
A2-00812,A2,10730.0,1850.0,1190.0,240.0,580.0,170.0,2,38,8,R02-B038-L08
A2-00813,A2,10730.0,1850.0,1360.0,240.0,580.0,170.0,2,38,9,R02-B038-L09
A2-00814,A2,10730.0,1850.0,1530.0,240.0,580.0,170.0,2,38,10,R02-B038-L10
A2-00815,A2,10730.0,1850.0,1700.0,240.0,580.0,170.0,2,38,11,R02-B038-L11
A2-00816,A2,10730.0,1850.0,1870.0,240.0,580.0,170.0,2,38,12,R02-B038-L12
A2-00817,A2,11020.0,1850.0,0.0,240.0,580.0,170.0,2,39,1,R02-B039-L01
A2-00818,A2,11020.0,1850.0,170.0,240.0,580.0,170.0,2,39,2,R02-B039-L02
A2-00819,A2,11020.0,1850.0,340.0,240.0,580.0,170.0,2,39,3,R02-B039-L03
A2-00820,A2,11020.0,1850.0,510.0,240.0,580.0,170.0,2,39,4,R02-B039-L04
A2-00821,A2,11020.0,1850.0,680.0,240.0,580.0,170.0,2,39,5,R02-B039-L05
A2-00822,A2,11020.0,1850.0,850.0,240.0,580.0,170.0,2,39,6,R02-B039-L06
A2-00823,A2,11020.0,1850.0,1020.0,240.0,580.0,170.0,2,39,7,R02-B039-L07
A2-00824,A2,11020.0,1850.0,1190.0,240.0,580.0,170.0,2,39,8,R02-B039-L08
A2-00825,A2,11020.0,1850.0,1360.0,240.0,580.0,170.0,2,39,9,R02-B039-L09
A2-00826,A2,11020.0,1850.0,1530.0,240.0,580.0,170.0,2,39,10,R02-B039-L10
A2-00827,A2,11020.0,1850.0,1700.0,240.0,580.0,170.0,2,39,11,R02-B039-L11
A2-00828,A2,11020.0,1850.0,1870.0,240.0,580.0,170.0,2,39,12,R02-B039-L12
A2-00829,A2,11310.0,1850.0,0.0,240.0,580.0,170.0,2,40,1,R02-B040-L01
A2-00830,A2,11310.0,1850.0,170.0,240.0,580.0,170.0,2,40,2,R02-B040-L02
A2-00831,A2,11310.0,1850.0,340.0,240.0,580.0,170.0,2,40,3,R02-B040-L03
A2-00832,A2,11310.0,1850.0,510.0,240.0,580.0,170.0,2,40,4,R02-B040-L04
A2-00833,A2,11310.0,1850.0,680.0,240.0,580.0,170.0,2,40,5,R02-B040-L05
A2-00834,A2,11310.0,1850.0,850.0,240.0,580.0,170.0,2,40,6,R02-B040-L06
A2-00835,A2,11310.0,1850.0,1020.0,240.0,580.0,170.0,2,40,7,R02-B040-L07
A2-00836,A2,11310.0,1850.0,1190.0,240.0,580.0,170.0,2,40,8,R02-B040-L08
A2-00837,A2,11310.0,1850.0,1360.0,240.0,580.0,170.0,2,40,9,R02-B040-L09
A2-00838,A2,11310.0,1850.0,1530.0,240.0,580.0,170.0,2,40,10,R02-B040-L10
A2-00839,A2,11310.0,1850.0,1700.0,240.0,580.0,170.0,2,40,11,R02-B040-L11
A2-00840,A2,11310.0,1850.0,1870.0,240.0,580.0,170.0,2,40,12,R02-B040-L12
A2-00841,A2,11600.0,1850.0,0.0,240.0,580.0,170.0,2,41,1,R02-B041-L01
A2-00842,A2,11600.0,1850.0,170.0,240.0,580.0,170.0,2,41,2,R02-B041-L02
A2-00843,A2,11600.0,1850.0,340.0,240.0,580.0,170.0,2,41,3,R02-B041-L03
A2-00844,A2,11600.0,1850.0,510.0,240.0,580.0,170.0,2,41,4,R02-B041-L04
A2-00845,A2,11600.0,1850.0,680.0,240.0,580.0,170.0,2,41,5,R02-B041-L05
A2-00846,A2,11600.0,1850.0,850.0,240.0,580.0,170.0,2,41,6,R02-B041-L06
A2-00847,A2,11600.0,1850.0,1020.0,240.0,580.0,170.0,2,41,7,R02-B041-L07
A2-00848,A2,11600.0,1850.0,1190.0,240.0,580.0,170.0,2,41,8,R02-B041-L08
A2-00849,A2,11600.0,1850.0,1360.0,240.0,580.0,170.0,2,41,9,R02-B041-L09
A2-00850,A2,11600.0,1850.0,1530.0,240.0,580.0,170.0,2,41,10,R02-B041-L10
A2-00851,A2,11600.0,1850.0,1700.0,240.0,580.0,170.0,2,41,11,R02-B041-L11
A2-00852,A2,11600.0,1850.0,1870.0,240.0,580.0,170.0,2,41,12,R02-B041-L12
A2-00853,A2,11890.0,1850.0,0.0,240.0,580.0,170.0,2,42,1,R02-B042-L01
