loc_inst_code,LOCATION_TYPE,ITEM_ID,QTY_ALLOCATED,MAX_UNITS,GRID_X,GRID_Y,GRID_Z,FULL_LAYERS,PARTIAL_UNITS,ORIENT_X_MM,ORIENT_Y_MM,ORIENT_Z_MM,LOCATION_VOL_MM3,LOCATION_VOL_M3,STORED_VOL_M3,UTILIZATION_PCT
A3-00813,A3,99467919,6,6,1,6,1,1,0,175.4,94.9,175.4,42768000.0,0.0,0.0,41.0
A3-00814,A3,81819190,28,28,7,4,1,1,0,37.3,147.5,211.4,42768000.0,0.0,0.0,76.1
A3-00815,A3,26391885,13,25,5,5,1,0,13,52.2,126.5,230.1,42768000.0,0.0,0.0,46.2
A3-00816,A3,79027877,1,1,1,1,1,1,0,266.7,488.4,159.3,42768000.0,0.0,0.0,48.5
A3-00818,A3,20628172,2,2,2,1,1,1,0,126.0,397.2,142.2,42768000.0,0.0,0.0,33.3
A3-00819,A3,36488102,14,14,1,7,2,2,0,220.8,94.1,94.1,42768000.0,0.0,0.0,64.0
A3-00822,A3,96053563,5,6,3,1,2,1,2,77.9,408.2,114.2,42768000.0,0.0,0.0,42.5
A3-00823,A3,98556139,1,1,1,1,1,1,0,162.9,487.1,187.9,42768000.0,0.0,0.0,34.9
A3-00825,A3,46190204,1,24,3,8,1,0,1,81.9,81.9,167.4,42768000.0,0.0,0.0,2.6
A3-00827,A3,17513548,12,12,1,6,2,2,0,244.3,98.6,98.6,42768000.0,0.0,0.0,66.6
A3-00830,A3,68778602,1,1,1,1,1,1,0,263.6,469.6,154.5,42768000.0,0.0,0.0,44.7
A3-00836,A3,61807646,10,32,4,4,2,0,10,66.7,162.6,98.0,42768000.0,0.0,0.0,24.9
A3-00838,A3,20628172,2,2,2,1,1,1,0,126.0,397.2,142.2,42768000.0,0.0,0.0,33.3
A3-00839,A3,38170794,9,12,2,3,2,1,3,110.5,205.7,116.1,42768000.0,0.0,0.0,55.5
A3-00840,A3,95190435,2,18,3,3,2,0,2,88.6,200.3,105.5,42768000.0,0.0,0.0,8.8
A3-00841,A3,72080430,1,72,3,8,3,0,1,74.2,74.2,74.2,42768000.0,0.0,0.0,1.0
A3-00842,A3,99431236,1,30,1,15,2,0,1,235.8,41.8,111.7,42768000.0,0.0,0.0,2.6
A3-00843,A3,88538691,8,8,1,4,2,2,0,197.3,147.8,108.0,42768000.0,0.0,0.0,58.9
A3-00844,A3,92855113,33,33,1,11,3,3,0,227.5,57.0,78.5,42768000.0,0.0,0.0,78.5
A3-00845,A3,36780664,1,32,4,4,2,0,1,56.6,158.4,94.1,42768000.0,0.0,0.0,2.0
A3-00847,A3,52503536,2,12,2,3,2,0,2,129.1,169.2,99.3,42768000.0,0.0,0.0,10.1
A3-00848,A3,80341450,2,2,1,2,1,1,0,170.8,309.4,170.8,42768000.0,0.0,0.0,42.2
A3-00851,A3,59109060,7,240,5,12,4,0,7,52.4,52.4,52.4,42768000.0,0.0,0.0,2.4
A3-00852,A3,28131997,4,4,2,2,1,1,0,107.3,327.8,192.7,42768000.0,0.0,0.0,63.4
A3-00853,A3,30163766,1,8,1,4,2,0,1,262.6,158.8,100.9,42768000.0,0.0,0.0,9.8
A3-00855,A3,79027877,1,1,1,1,1,1,0,266.7,488.4,159.3,42768000.0,0.0,0.0,48.5
A3-00856,A3,86390636,1,27,1,9,3,0,1,223.5,73.3,73.3,42768000.0,0.0,0.0,2.8
A3-00857,A3,92204910,12,12,1,4,3,3,0,141.4,141.4,72.9,42768000.0,0.0,0.0,40.9
A3-00858,A3,11056554,1,1,1,1,1,1,0,268.2,454.8,152.4,42768000.0,0.0,0.0,43.5
A3-00859,A3,62857238,2,2,2,1,1,1,0,131.7,526.8,131.7,42768000.0,0.0,0.0,42.7
A3-00862,A3,43423257,1,12,1,4,3,0,1,158.6,146.0,71.6,42768000.0,0.0,0.0,3.9
A3-00863,A3,73959936,2,9,1,9,1,0,2,204.0,69.2,182.2,42768000.0,0.0,0.0,12.0
A3-00866,A3,55638183,2,36,4,3,3,0,2,67.1,175.3,67.1,42768000.0,0.0,0.0,3.7
A3-00867,A3,61373863,3,3,1,1,3,3,0,263.4,365.0,61.7,42768000.0,0.0,0.0,41.6
A3-00868,A3,58286848,2,2,1,2,1,1,0,181.2,315.8,235.2,42768000.0,0.0,0.0,62.9
A3-00869,A3,62915329,3,24,2,6,2,0,3,116.9,101.8,115.9,42768000.0,0.0,0.0,9.7
A3-00870,A3,86686147,2,2,1,2,1,1,0,199.2,285.7,214.5,42768000.0,0.0,0.0,57.1
A3-00871,A3,80461821,63,63,3,7,3,3,0,88.3,91.8,79.7,42768000.0,0.0,0.0,95.2
A3-00873,A3,99467919,6,6,1,6,1,1,0,175.4,94.9,175.4,42768000.0,0.0,0.0,41.0
A3-00874,A3,87462506,1,1,1,1,1,1,0,165.8,508.6,165.8,42768000.0,0.0,0.0,32.7
A3-00875,A3,60551376,12,12,1,4,3,3,0,183.6,162.5,72.1,42768000.0,0.0,0.0,60.4
A3-00877,A3,82831631,2,2,1,2,1,1,0,266.2,287.1,167.9,42768000.0,0.0,0.0,60.0
A3-00879,A3,62320368,2,2,2,1,1,1,0,127.2,388.3,153.8,42768000.0,0.0,0.0,35.5
A3-00880,A3,79943597,4,8,1,2,4,2,0,244.4,278.9,48.9,42768000.0,0.0,0.0,31.2
A3-00881,A3,18405871,4,4,2,1,2,2,0,98.1,348.0,98.1,42768000.0,0.0,0.0,31.3
A3-00882,A3,29516562,12,12,3,2,2,2,0,84.1,306.4,84.1,42768000.0,0.0,0.0,60.8
A3-00883,A3,86686147,2,2,1,2,1,1,0,199.2,285.7,214.5,42768000.0,0.0,0.0,57.1
A3-00885,A3,70023517,6,168,4,14,3,0,6,67.2,45.3,78.6,42768000.0,0.0,0.0,3.4
A3-00886,A3,20628172,2,2,2,1,1,1,0,126.0,397.2,142.2,42768000.0,0.0,0.0,33.3
A3-00890,A3,81738086,4,15,1,3,5,1,1,197.2,195.2,46.1,42768000.0,0.0,0.0,16.6
A3-00892,A3,95988027,2,2,2,1,1,1,0,95.8,407.2,210.6,42768000.0,0.0,0.0,38.4
A3-00894,A3,16027125,1,15,1,3,5,0,1,207.9,190.8,47.2,42768000.0,0.0,0.0,4.4
A3-00895,A3,73158571,1,1,1,1,1,1,0,136.1,644.8,176.7,42768000.0,0.0,0.0,36.3
A3-00899,A3,61624465,1,1,1,1,1,1,0,152.2,570.8,152.2,42768000.0,0.0,0.0,30.9
A3-00900,A3,25660901,1,36,3,4,3,0,1,87.0,139.1,73.6,42768000.0,0.0,0.0,2.1
A3-00901,A3,43337195,4,12,6,2,1,0,4,41.8,287.0,186.9,42768000.0,0.0,0.0,21.0
A3-00902,A3,79027877,1,1,1,1,1,1,0,266.7,488.4,159.3,42768000.0,0.0,0.0,48.5
A3-00905,A3,61557366,5,7,1,7,1,0,5,197.5,92.2,197.1,42768000.0,0.0,0.0,42.0
A3-00907,A3,92370361,2,6,3,1,2,0,2,87.9,457.6,114.4,42768000.0,0.0,0.0,21.5
A3-00909,A3,55351443,1,4,2,2,1,0,1,115.2,276.5,208.4,42768000.0,0.0,0.0,15.5
A3-00910,A3,93360112,1,2,2,1,1,0,1,101.9,339.4,139.9,42768000.0,0.0,0.0,11.3
A3-00911,A3,74405887,4,4,2,1,2,2,0,115.8,463.1,115.8,42768000.0,0.0,0.0,58.1
A3-00912,A3,85171575,1,26,2,13,1,0,1,126.2,48.3,236.6,42768000.0,0.0,0.0,3.4
A3-00913,A3,79027877,1,1,1,1,1,1,0,266.7,488.4,159.3,42768000.0,0.0,0.0,48.5
A3-00914,A3,94643821,17,40,2,4,5,2,1,132.8,148.7,41.5,42768000.0,0.0,0.0,32.6
A3-00916,A3,53071118,3,180,4,9,5,0,3,66.8,66.8,48.0,42768000.0,0.0,0.0,1.5
A3-00917,A3,91055438,1,15,1,3,5,0,1,218.4,196.0,46.0,42768000.0,0.0,0.0,4.6
A3-00918,A3,76018491,1,24,1,8,3,0,1,225.6,76.4,78.5,42768000.0,0.0,0.0,3.2
A3-00919,A3,86686147,2,2,1,2,1,1,0,199.2,285.7,214.5,42768000.0,0.0,0.0,57.1
A3-00920,A3,88287546,30,30,1,10,3,3,0,261.3,65.3,65.3,42768000.0,0.0,0.0,78.2
A3-00927,A3,37987050,1,1,1,1,1,1,0,159.2,418.5,159.2,42768000.0,0.0,0.0,24.8
A3-00932,A3,23417921,1,1,1,1,1,1,0,184.3,340.7,214.9,42768000.0,0.0,0.0,31.6
A3-00936,A3,22603280,1,1,1,1,1,1,0,250.2,385.8,183.6,42768000.0,0.0,0.0,41.4
A3-00937,A3,97616700,3,3,3,1,1,1,0,71.9,361.1,170.0,42768000.0,0.0,0.0,31.0
A3-00938,A3,54814585,2,2,1,2,1,1,0,155.3,326.3,184.6,42768000.0,0.0,0.0,43.7
A3-00939,A3,13025486,1,15,3,5,1,0,1,83.5,127.7,220.3,42768000.0,0.0,0.0,5.5
A3-00942,A3,14211102,1,1,1,1,1,1,0,265.1,418.4,139.1,42768000.0,0.0,0.0,36.1
A3-00943,A3,46784706,99,99,3,11,3,3,0,74.5,59.3,74.5,42768000.0,0.0,0.0,76.2
A3-00944,A3,23097454,1,6,2,1,3,0,1,133.3,489.0,60.8,42768000.0,0.0,0.0,9.3
A3-00949,A3,58286848,2,2,1,2,1,1,0,181.2,315.8,235.2,42768000.0,0.0,0.0,62.9
A3-00950,A3,16277062,2,32,2,4,4,0,2,123.7,145.7,50.6,42768000.0,0.0,0.0,4.3
A3-00952,A3,49735671,1,2,1,2,1,0,1,173.1,284.9,189.9,42768000.0,0.0,0.0,21.9
A3-00956,A3,73679248,6,6,3,1,2,2,0,69.3,380.2,99.6,42768000.0,0.0,0.0,36.8
A3-00958,A3,81682438,1,1,1,1,1,1,0,158.1,632.3,158.1,42768000.0,0.0,0.0,37.0
A3-00961,A3,20628172,2,2,2,1,1,1,0,126.0,397.2,142.2,42768000.0,0.0,0.0,33.3
A3-00962,A3,38361065,16,16,4,4,1,1,0,64.4,154.3,200.4,42768000.0,0.0,0.0,74.5
A3-00963,A3,89383275,8,8,1,4,2,2,0,213.2,148.3,97.9,42768000.0,0.0,0.0,57.9
A3-00966,A3,12867398,6,6,6,1,1,1,0,44.7,402.3,221.8,42768000.0,0.0,0.0,56.0
A3-00968,A3,99302328,5,56,4,7,2,0,5,65.1,90.1,117.2,42768000.0,0.0,0.0,8.0
A3-00969,A3,70607388,4,4,2,1,2,2,0,113.4,441.7,113.4,42768000.0,0.0,0.0,53.1
A3-00970,A3,37761024,2,12,4,3,1,0,2,63.6,178.2,177.9,42768000.0,0.0,0.0,9.4
A3-00971,A3,97041420,1,40,4,10,1,0,1,64.3,64.3,183.7,42768000.0,0.0,0.0,1.8
A3-00972,A3,61093777,2,8,1,4,2,0,2,145.0,142.1,93.2,42768000.0,0.0,0.0,9.0
A3-00973,A3,28131997,1,4,2,2,1,0,1,107.3,327.8,192.7,42768000.0,0.0,0.0,15.8
A3-00974,A3,62862714,42,60,6,10,1,0,42,43.1,62.4,230.1,42768000.0,0.0,0.0,60.8
A3-00976,A3,45903314,22,22,2,11,1,1,0,134.3,59.2,239.5,42768000.0,0.0,0.0,98.0
A3-00978,A3,48326761,1,6,1,2,3,0,1,244.0,329.1,79.1,42768000.0,0.0,0.0,14.9
A3-00979,A3,45324696,1,9,1,3,3,0,1,188.5,188.5,77.4,42768000.0,0.0,0.0,6.4
A3-00980,A3,74405887,4,4,2,1,2,2,0,115.8,463.1,115.8,42768000.0,0.0,0.0,58.1
A3-00981,A3,73415086,9,9,3,3,1,1,0,84.2,195.4,179.6,42768000.0,0.0,0.0,62.2
A3-00982,A3,61373863,3,3,1,1,3,3,0,263.4,365.0,61.7,42768000.0,0.0,0.0,41.6
A3-00983,A3,74657574,1,7,1,7,1,0,1,248.4,90.5,174.6,42768000.0,0.0,0.0,9.2
A3-00988,A3,62524390,1,48,2,6,4,0,1,101.9,101.9,57.1,42768000.0,0.0,0.0,1.4
A3-00990,A3,75525607,1,45,3,5,3,0,1,89.9,124.4,74.7,42768000.0,0.0,0.0,2.0
A3-00991,A3,58286848,2,2,1,2,1,1,0,181.2,315.8,235.2,42768000.0,0.0,0.0,62.9
A3-00994,A3,67771592,7,20,5,4,1,0,7,49.0,159.7,159.7,42768000.0,0.0,0.0,20.5
A3-00997,A3,28131997,4,4,2,2,1,1,0,107.3,327.8,192.7,42768000.0,0.0,0.0,63.4
A3-00998,A3,82831631,2,2,1,2,1,1,0,266.2,287.1,167.9,42768000.0,0.0,0.0,60.0
A3-01003,A3,11056554,1,1,1,1,1,1,0,268.2,454.8,152.4,42768000.0,0.0,0.0,43.5
A3-01004,A3,26508246,2,6,1,3,2,0,2,236.6,194.9,114.2,42768000.0,0.0,0.0,24.6
A3-01005,A3,79027877,1,1,1,1,1,1,0,266.7,488.4,159.3,42768000.0,0.0,0.0,48.5
A3-01006,A3,11338742,22,40,4,10,1,0,22,64.4,64.4,236.3,42768000.0,0.0,0.0,50.4
A3-01010,A3,93797584,3,6,6,1,1,0,3,43.0,446.5,214.8,42768000.0,0.0,0.0,28.9
A3-01011,A3,68222639,2,2,1,2,1,1,0,151.0,281.1,212.5,42768000.0,0.0,0.0,42.2
A3-01012,A3,99915836,1,1,1,1,1,1,0,264.0,477.5,168.0,42768000.0,0.0,0.0,49.5
A3-01013,A3,97616700,3,3,3,1,1,1,0,71.9,361.1,170.0,42768000.0,0.0,0.0,31.0
A3-01014,A3,88538691,8,8,1,4,2,2,0,197.3,147.8,108.0,42768000.0,0.0,0.0,58.9
A3-01019,A3,37788969,1,3,3,1,1,0,1,85.3,490.0,225.1,42768000.0,0.0,0.0,22.0
A3-01021,A3,64762670,7,54,6,3,3,0,7,42.3,196.7,77.6,42768000.0,0.0,0.0,10.6
A3-01026,A3,36616930,1,1,1,1,1,1,0,147.8,332.9,221.3,42768000.0,0.0,0.0,25.5
A3-01027,A3,66399013,1,54,3,3,6,0,1,86.6,212.0,37.8,42768000.0,0.0,0.0,1.6
A3-01028,A3,60098010,4,4,2,1,2,2,0,107.8,431.2,107.8,42768000.0,0.0,0.0,46.9
A3-01030,A3,50910626,13,40,2,4,5,1,5,133.4,133.4,43.2,42768000.0,0.0,0.0,23.4
A3-01031,A3,79027877,1,1,1,1,1,1,0,266.7,488.4,159.3,42768000.0,0.0,0.0,48.5
A3-01033,A3,17795699,1,6,1,6,1,0,1,208.6,96.8,192.3,42768000.0,0.0,0.0,9.1
A3-01034,A3,79027877,1,1,1,1,1,1,0,266.7,488.4,159.3,42768000.0,0.0,0.0,48.5
A3-01035,A3,58286848,2,2,1,2,1,1,0,181.2,315.8,235.2,42768000.0,0.0,0.0,62.9
A3-01037,A3,52747755,1,6,1,6,1,0,1,174.3,108.1,171.7,42768000.0,0.0,0.0,7.6
A3-01039,A3,98362969,2,2,1,2,1,1,0,141.1,293.4,141.1,42768000.0,0.0,0.0,27.3
A3-01041,A3,26972788,3,24,2,3,4,0,3,127.9,209.3,57.7,42768000.0,0.0,0.0,10.8
A3-01043,A3,98205168,1,20,2,5,2,0,1,123.6,123.6,109.0,42768000.0,0.0,0.0,3.9
A3-01044,A3,87434435,1,1,1,1,1,1,0,135.8,543.2,135.8,42768000.0,0.0,0.0,23.4
A3-01045,A3,42838898,2,9,3,3,1,0,2,81.0,179.7,226.8,42768000.0,0.0,0.0,15.4
A3-01046,A3,20520806,6,6,1,6,1,1,0,208.0,107.7,178.0,42768000.0,0.0,0.0,55.9
A3-01047,A3,10198416,1,1,1,1,1,1,0,148.2,423.1,211.5,42768000.0,0.0,0.0,31.0
A3-01048,A3,75401895,2,2,1,2,1,1,0,174.6,287.8,236.1,42768000.0,0.0,0.0,55.5
A3-01053,A3,12399317,4,4,2,1,2,2,0,110.8,464.2,119.6,42768000.0,0.0,0.0,57.5
A3-01055,A3,30473755,6,28,7,4,1,0,6,36.4,148.3,179.5,42768000.0,0.0,0.0,13.6
A3-01056,A3,59932810,1,42,3,7,2,0,1,85.7,85.7,85.7,42768000.0,0.0,0.0,1.5
A3-01059,A3,72094785,2,28,7,4,1,0,2,37.1,157.0,189.8,42768000.0,0.0,0.0,5.2
A3-01060,A3,94877816,1,3,3,1,1,0,1,88.0,414.5,166.8,42768000.0,0.0,0.0,14.2
A3-01061,A3,11730673,9,12,1,4,3,2,1,262.7,159.9,66.3,42768000.0,0.0,0.0,58.6
A3-01064,A3,51219248,8,12,1,12,1,0,8,257.6,53.0,169.7,42768000.0,0.0,0.0,43.3
A3-01067,A3,20970896,1,8,1,4,2,0,1,205.9,150.2,106.2,42768000.0,0.0,0.0,7.7
A3-01070,A3,14049038,5,5,5,1,1,1,0,45.6,333.7,203.1,42768000.0,0.0,0.0,36.1
A3-01071,A3,79206890,12,12,1,4,3,3,0,224.3,145.9,69.0,42768000.0,0.0,0.0,63.4
A3-01072,A3,34997309,4,4,4,1,1,1,0,65.2,448.7,222.3,42768000.0,0.0,0.0,60.8
A3-01074,A3,35972650,1,16,1,4,4,0,1,149.1,149.1,57.4,42768000.0,0.0,0.0,3.0
A3-01076,A3,38361065,16,16,4,4,1,1,0,64.4,154.3,200.4,42768000.0,0.0,0.0,74.5
A3-01077,A3,58675318,20,20,4,5,1,1,0,65.9,131.8,206.5,42768000.0,0.0,0.0,83.9
A3-01078,A3,88287546,30,30,1,10,3,3,0,261.3,65.3,65.3,42768000.0,0.0,0.0,78.2
A3-01080,A3,43317030,4,8,1,4,2,1,0,161.9,161.9,93.5,42768000.0,0.0,0.0,22.9
A3-01082,A3,53533676,7,12,1,6,2,1,1,220.3,97.5,97.5,42768000.0,0.0,0.0,34.3
A3-01083,A3,79027877,1,1,1,1,1,1,0,266.7,488.4,159.3,42768000.0,0.0,0.0,48.5
A3-01084,A3,50104340,9,20,4,5,1,0,9,65.9,130.6,171.9,42768000.0,0.0,0.0,31.1
A3-01086,A3,50139056,1,16,1,4,4,0,1,255.4,135.4,50.6,42768000.0,0.0,0.0,4.1
A3-01087,A3,28396441,6,240,5,12,4,0,6,51.7,51.7,51.7,42768000.0,0.0,0.0,1.9
A3-01091,A3,60098010,4,4,2,1,2,2,0,107.8,431.2,107.8,42768000.0,0.0,0.0,46.9
A3-01092,A3,90684322,12,48,2,6,4,1,0,105.9,105.9,58.7,42768000.0,0.0,0.0,18.5
A3-01094,A3,66370018,3,9,1,3,3,1,0,178.1,178.1,76.3,42768000.0,0.0,0.0,17.0
A3-01095,A3,79027877,1,1,1,1,1,1,0,266.7,488.4,159.3,42768000.0,0.0,0.0,48.5
A3-01099,A3,14742315,9,9,1,3,3,3,0,256.9,198.9,77.0,42768000.0,0.0,0.0,82.8
A3-01101,A3,58286848,2,2,1,2,1,1,0,181.2,315.8,235.2,42768000.0,0.0,0.0,62.9
A3-01102,A3,47364173,4,12,1,4,3,1,0,253.2,139.6,73.8,42768000.0,0.0,0.0,24.4
A3-01104,A3,91559632,1,1,1,1,1,1,0,254.1,418.2,170.1,42768000.0,0.0,0.0,42.3
A3-01107,A3,20628172,2,2,2,1,1,1,0,126.0,397.2,142.2,42768000.0,0.0,0.0,33.3
A3-01108,A3,94511207,27,27,1,9,3,3,0,183.9,72.4,72.4,42768000.0,0.0,0.0,60.9
A3-01109,A3,47460980,1,15,1,3,5,0,1,177.0,177.0,47.3,42768000.0,0.0,0.0,3.5
A3-01111,A3,40301309,47,260,5,13,4,0,47,50.7,50.7,50.7,42768000.0,0.0,0.0,14.3
A3-01113,A3,94511207,27,27,1,9,3,3,0,183.9,72.4,72.4,42768000.0,0.0,0.0,60.9
A3-01114,A3,31243561,4,4,2,1,2,2,0,97.0,433.7,108.4,42768000.0,0.0,0.0,42.7
A3-01115,A3,27753659,1,6,1,6,1,0,1,180.5,97.1,180.5,42768000.0,0.0,0.0,7.4
A3-01116,A3,11056554,1,1,1,1,1,1,0,268.2,454.8,152.4,42768000.0,0.0,0.0,43.5
A3-01117,A3,63743254,2,2,2,1,1,1,0,106.8,496.1,224.0,42768000.0,0.0,0.0,55.5
A3-01118,A3,75224289,1,4,2,2,1,0,1,98.6,305.5,208.0,42768000.0,0.0,0.0,14.6
A3-01119,A3,98483879,1,15,5,3,1,0,1,51.1,208.3,190.1,42768000.0,0.0,0.0,4.7
A3-01120,A3,51930510,2,2,2,1,1,1,0,126.9,424.8,230.7,42768000.0,0.0,0.0,58.2
A3-01124,A3,10984583,1,8,1,4,2,0,1,175.0,150.2,112.2,42768000.0,0.0,0.0,6.9
A3-01125,A3,86686147,2,2,1,2,1,1,0,199.2,285.7,214.5,42768000.0,0.0,0.0,57.1
A3-01126,A3,29516562,9,12,3,2,2,1,3,84.1,306.4,84.1,42768000.0,0.0,0.0,45.6
A3-01128,A3,72277066,24,24,3,4,2,2,0,83.5,163.2,83.5,42768000.0,0.0,0.0,63.9
A3-01129,A3,20615635,4,8,1,4,2,1,0,152.0,152.0,90.1,42768000.0,0.0,0.0,19.5
A3-01131,A3,79027877,1,1,1,1,1,1,0,266.7,488.4,159.3,42768000.0,0.0,0.0,48.5
A3-01132,A3,41262596,5,42,3,14,1,0,5,82.4,46.7,235.6,42768000.0,0.0,0.0,10.6
A3-01133,A3,34726652,8,21,7,3,1,0,8,35.4,206.1,177.1,42768000.0,0.0,0.0,24.2
A3-01137,A3,61241136,3,36,3,6,2,0,3,88.2,97.3,114.1,42768000.0,0.0,0.0,6.9
A3-01140,A3,14211102,1,1,1,1,1,1,0,265.1,418.4,139.1,42768000.0,0.0,0.0,36.1
A3-01142,A3,15579789,1,40,2,5,4,0,1,131.3,131.3,48.9,42768000.0,0.0,0.0,2.0
A3-01143,A3,37950816,8,9,3,3,1,0,8,80.5,199.9,170.0,42768000.0,0.0,0.0,51.2
A3-01145,A3,79027877,1,1,1,1,1,1,0,266.7,488.4,159.3,42768000.0,0.0,0.0,48.5
A3-01147,A3,10198416,1,1,1,1,1,1,0,148.2,423.1,211.5,42768000.0,0.0,0.0,31.0
A3-01148,A3,15839262,2,2,2,1,1,1,0,100.1,476.6,190.0,42768000.0,0.0,0.0,42.4
A3-01152,A3,68019449,3,49,7,7,1,0,3,38.0,93.4,211.3,42768000.0,0.0,0.0,5.3
A3-01153,A3,28308352,1,6,1,6,1,0,1,240.2,96.0,174.9,42768000.0,0.0,0.0,9.4
A3-01157,A3,88538691,8,8,1,4,2,2,0,197.3,147.8,108.0,42768000.0,0.0,0.0,58.9
A3-01158,A3,25042636,16,16,2,4,2,2,0,133.9,133.9,99.4,42768000.0,0.0,0.0,66.7
A3-01160,A3,94786344,15,90,2,9,5,0,15,113.3,72.2,45.1,42768000.0,0.0,0.0,12.9
A3-01162,A3,86686147,2,2,1,2,1,1,0,199.2,285.7,214.5,42768000.0,0.0,0.0,57.1
A3-01163,A3,98675260,27,72,3,8,3,1,3,78.2,78.2,78.2,42768000.0,0.0,0.0,30.2
A3-01170,A3,95759180,5,36,4,3,3,0,5,67.3,193.9,72.7,42768000.0,0.0,0.0,11.1
A3-01172,A3,64754326,9,9,1,9,1,1,0,172.2,69.6,168.3,42768000.0,0.0,0.0,42.4
A3-01173,A3,82831631,2,2,1,2,1,1,0,266.2,287.1,167.9,42768000.0,0.0,0.0,60.0
A3-01174,A3,12181818,1,12,1,4,3,0,1,212.0,138.2,70.0,42768000.0,0.0,0.0,4.8
A3-01175,A3,38818441,1,40,2,10,2,0,1,116.7,64.3,116.7,42768000.0,0.0,0.0,2.0
A3-01177,A3,61624465,1,1,1,1,1,1,0,152.2,570.8,152.2,42768000.0,0.0,0.0,30.9
A3-01178,A3,20520806,6,6,1,6,1,1,0,208.0,107.7,178.0,42768000.0,0.0,0.0,55.9
A3-01179,A3,36616930,1,1,1,1,1,1,0,147.8,332.9,221.3,42768000.0,0.0,0.0,25.5
A3-01180,A3,20628172,2,2,2,1,1,1,0,126.0,397.2,142.2,42768000.0,0.0,0.0,33.3
A3-01181,A3,79027877,1,1,1,1,1,1,0,266.7,488.4,159.3,42768000.0,0.0,0.0,48.5
A3-01182,A3,60098010,4,4,2,1,2,2,0,107.8,431.2,107.8,42768000.0,0.0,0.0,46.9
A3-01183,A3,52157696,2,2,1,2,1,1,0,250.8,313.3,143.6,42768000.0,0.0,0.0,52.8
A3-01184,A3,16224538,1,2,2,1,1,0,1,100.2,488.2,164.7,42768000.0,0.0,0.0,18.8
A3-01185,A3,86686147,2,2,1,2,1,1,0,199.2,285.7,214.5,42768000.0,0.0,0.0,57.1
A3-01187,A3,13530667,5,5,5,1,1,1,0,52.7,565.2,141.3,42768000.0,0.0,0.0,49.2
A3-01188,A3,98768969,4,5,5,1,1,0,4,52.7,425.6,222.9,42768000.0,0.0,0.0,46.8
A3-01192,A3,91372994,20,20,2,5,2,2,0,129.0,129.0,91.6,42768000.0,0.0,0.0,71.3
A3-01193,A3,20628172,2,2,2,1,1,1,0,126.0,397.2,142.2,42768000.0,0.0,0.0,33.3
A3-01194,A3,78538615,2,176,4,11,4,0,2,56.4,56.4,56.4,42768000.0,0.0,0.0,0.8
A3-01195,A3,17368103,2,240,5,12,4,0,2,53.6,53.6,53.6,42768000.0,0.0,0.0,0.7
A3-01196,A3,56624615,12,12,1,4,3,3,0,218.5,151.7,70.3,42768000.0,0.0,0.0,65.4
A3-01198,A3,12867398,6,6,6,1,1,1,0,44.7,402.3,221.8,42768000.0,0.0,0.0,56.0
A3-01199,A3,72544030,2,16,2,4,2,0,2,107.7,153.1,115.9,42768000.0,0.0,0.0,8.9
A3-01200,A3,61586378,20,24,1,4,6,5,0,247.9,161.2,35.6,42768000.0,0.0,0.0,66.5
A3-01202,A3,70607388,4,4,2,1,2,2,0,113.4,441.7,113.4,42768000.0,0.0,0.0,53.1
A3-01203,A3,99915836,1,1,1,1,1,1,0,264.0,477.5,168.0,42768000.0,0.0,0.0,49.5
A3-01207,A3,31070720,1,30,2,3,5,0,1,133.3,190.6,46.1,42768000.0,0.0,0.0,2.7
A3-01208,A3,33305351,2,12,1,4,3,0,2,142.1,136.6,76.3,42768000.0,0.0,0.0,6.9
A3-01212,A3,71475116,2,2,1,1,2,2,0,258.1,398.0,87.7,42768000.0,0.0,0.0,42.1
A3-01213,A3,99915836,1,1,1,1,1,1,0,264.0,477.5,168.0,42768000.0,0.0,0.0,49.5
A3-01215,A3,96317289,3,72,3,4,6,0,3,81.4,162.1,35.1,42768000.0,0.0,0.0,3.2
A3-01216,A3,22837967,1,1,1,1,1,1,0,155.6,346.1,230.8,42768000.0,0.0,0.0,29.1
A3-01217,A3,49356089,1,2,1,2,1,0,1,144.3,316.2,208.5,42768000.0,0.0,0.0,22.2
A3-01218,A3,47986533,24,24,6,4,1,1,0,40.7,142.1,227.1,42768000.0,0.0,0.0,73.7
A3-01219,A3,63427228,13,32,4,4,2,0,13,62.3,155.2,119.3,42768000.0,0.0,0.0,35.1
A3-01220,A3,60049832,1,54,6,3,3,0,1,43.0,203.9,69.7,42768000.0,0.0,0.0,1.4
A3-01222,A3,30517659,2,16,1,4,4,0,2,157.4,157.4,56.1,42768000.0,0.0,0.0,6.5
A3-01224,A3,68115412,6,6,3,1,2,2,0,69.8,429.7,107.4,42768000.0,0.0,0.0,45.2
A3-01225,A3,47698426,6,15,5,3,1,0,6,48.7,177.6,177.6,42768000.0,0.0,0.0,21.5
A3-01227,A3,37987050,1,1,1,1,1,1,0,159.2,418.5,159.2,42768000.0,0.0,0.0,24.8
A3-01228,A3,79027877,1,1,1,1,1,1,0,266.7,488.4,159.3,42768000.0,0.0,0.0,48.5
A3-01229,A3,76006868,4,4,2,1,2,2,0,116.6,466.5,116.6,42768000.0,0.0,0.0,59.3
A3-01231,A3,35155244,3,3,3,1,1,1,0,78.5,471.1,193.8,42768000.0,0.0,0.0,50.3
